CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AgeGroup,CreditBand,TenureGroup,BalanceSegment,CLV_Score,CLV_Segment,EngagementScore,Balance_Salary_Ratio,Cluster
734,France,Male,43,7,107805.67,1,0,0,182505.68,0,30-45,High,Long,Medium,110054.539,Premium,0,0.59,3
586,Germany,Female,36,5,103700.69,1,1,0,194072.56,1,30-45,Medium,Mid,Medium,111072.113,Premium,0,0.53,3
612,France,Female,38,1,0.0,2,1,1,9209.21,0,30-45,Medium,New,Zero,2962.7629999999995,Low,2,0.0,1
648,France,Male,34,0,0.0,1,1,1,167931.81,0,30-45,Medium,New,Zero,50379.543,Medium,1,0.0,1
557,France,Female,27,3,87739.08,1,1,1,123096.56,0,<30,Low,Mid,Medium,81398.508,High,1,0.71,0
643,Spain,Female,20,0,133313.34,1,1,1,3965.69,0,<30,Medium,New,High,67846.377,Medium,1,33.62,0
433,France,Female,49,10,0.0,1,1,1,87711.61,0,46-60,Low,Long,Zero,28313.483,Low,1,0.0,1
643,Germany,Male,41,7,154902.66,1,1,1,49667.28,0,30-45,Medium,Long,High,93751.514,High,1,3.12,0
488,France,Female,36,0,0.0,2,1,0,136675.22,0,30-45,Low,New,Zero,41002.566,Low,0,0.0,2
758,Germany,Male,68,6,112595.85,1,1,0,35865.44,1,60+,High,Mid,Medium,68257.557,Medium,0,3.14,3
743,Germany,Male,39,3,119695.75,1,0,1,26136.13,0,30-45,High,Mid,Medium,68288.714,Medium,1,4.58,0
730,France,Female,47,7,0.0,1,1,0,33373.26,1,46-60,High,Long,Zero,11411.978,Low,0,0.0,2
746,Spain,Male,49,7,0.0,2,0,1,10096.25,0,46-60,High,Long,Zero,4428.875,Low,2,0.0,1
666,Germany,Female,59,8,152614.51,2,1,1,188782.3,0,46-60,Medium,Long,High,134541.945,Premium,2,0.81,0
580,Germany,Female,33,7,131647.01,2,0,0,79775.19,0,30-45,Low,Long,High,91156.062,High,0,1.65,3
850,France,Male,27,6,96654.72,2,0,0,152740.16,0,<30,High,Mid,Medium,95349.408,High,0,0.63,3
563,France,Male,22,3,137583.04,1,0,1,5791.85,0,<30,Low,Mid,High,71129.075,Medium,1,23.75,0
766,Germany,Female,28,3,62717.84,2,1,1,13182.43,0,<30,High,Mid,Medium,35913.649,Low,2,4.76,1
659,France,Male,32,9,95377.13,1,0,1,187551.24,0,30-45,Medium,Long,Medium,105753.937,Premium,1,0.51,0
607,Spain,Male,28,1,135936.1,2,1,1,110560.14,0,<30,Medium,New,High,101336.092,Premium,2,1.23,0
644,Germany,Male,35,5,161591.11,3,1,1,63795.62,0,30-45,Medium,Mid,High,100934.241,Premium,3,2.53,0
746,France,Male,47,8,142382.03,1,1,1,62086.62,0,46-60,High,Long,High,91417.001,High,1,2.29,0
588,Spain,Male,33,2,0.0,2,1,1,12483.56,0,30-45,Medium,New,Zero,4145.067999999999,Low,2,0.0,1
691,Spain,Male,30,9,0.0,2,0,1,10963.04,0,<30,Medium,Long,Zero,5088.912,Low,2,0.0,1
666,France,Female,38,6,127043.09,1,1,1,8247.0,0,30-45,Medium,Mid,High,67195.645,Medium,1,15.4,0
640,Spain,Female,46,3,0.0,1,1,1,156260.08,0,46-60,Medium,Mid,Zero,47478.024,Medium,1,0.0,1
611,Germany,Female,29,4,78885.88,2,1,1,26927.69,0,<30,Medium,Mid,Medium,48321.247,Medium,2,2.93,1
651,Spain,Female,45,8,95922.9,1,1,0,84782.42,1,30-45,Medium,Long,Medium,74996.17599999999,High,0,1.13,3
529,France,Female,29,8,0.0,2,1,0,19842.11,0,<30,Low,Long,Zero,7552.633,Low,0,0.0,2
676,France,Female,36,3,91711.59,1,1,1,95393.43,0,30-45,Medium,Mid,Medium,75073.824,High,1,0.96,0
639,Germany,Female,46,10,110031.09,2,1,1,133995.59,0,46-60,Medium,Long,Medium,97214.222,High,2,0.82,0
782,France,Male,36,5,81210.72,2,0,1,108003.38,0,30-45,High,Mid,Medium,74006.374,High,2,0.75,0
641,Germany,Male,32,5,122947.92,1,1,1,99154.86,0,30-45,Medium,Mid,Medium,92220.418,High,1,1.24,0
697,France,Female,38,1,182065.85,1,1,0,49503.5,0,30-45,Medium,New,High,106083.975,Premium,0,3.68,3
623,France,Male,45,0,0.0,1,1,0,196533.72,1,30-45,Medium,New,Zero,58960.116,Medium,0,0.0,2
494,Spain,Female,41,2,69974.66,2,1,0,188426.13,1,30-45,Low,New,Medium,91915.169,High,0,0.37,3
731,France,Female,38,10,123711.73,2,1,0,171340.68,1,30-45,High,Long,Medium,115258.069,Premium,0,0.72,3
657,France,Male,44,6,76495.04,1,1,0,79071.89,0,30-45,Medium,Mid,Medium,63169.087,Medium,0,0.97,3
744,France,Female,38,9,0.0,2,0,0,20940.76,0,30-45,High,Long,Zero,8082.227999999999,Low,0,0.0,2
774,Spain,Male,46,9,0.0,2,1,1,34774.26,0,46-60,High,Long,Zero,12232.278,Low,2,0.0,1
850,Germany,Female,45,1,121874.89,1,0,0,6865.41,1,30-45,High,New,Medium,63197.068,Medium,0,17.75,3
551,France,Female,45,6,0.0,2,1,1,51143.43,0,30-45,Low,Mid,Zero,16543.029,Low,2,0.0,1
638,France,Male,36,6,188455.19,1,0,0,47031.4,1,30-45,Medium,Mid,High,109537.015,Premium,0,4.01,3
792,France,Female,42,0,99045.93,2,1,0,47160.01,0,30-45,High,New,Medium,63670.96799999999,Medium,0,2.1,3
666,France,Female,36,8,0.0,1,0,1,158666.99,0,30-45,Medium,Long,Zero,49200.097,Medium,1,0.0,1
716,Germany,Female,30,2,205770.78,2,0,0,65464.66,0,<30,Medium,New,High,122924.788,Premium,0,3.14,3
594,France,Female,31,0,79340.95,1,1,0,78255.86,0,30-45,Medium,New,Medium,63147.23299999999,Medium,0,1.01,3
600,Germany,Male,57,9,138456.03,2,1,1,103548.25,0,46-60,Medium,Long,High,102092.49,Premium,2,1.34,0
565,France,Male,49,7,0.0,2,1,1,89609.26,0,46-60,Low,Long,Zero,28282.778,Low,2,0.0,1
678,Germany,Male,48,2,101099.9,2,0,1,193476.04,0,46-60,Medium,New,Medium,108992.762,Premium,2,0.52,0
648,Spain,Female,31,5,0.0,2,1,1,5199.02,0,30-45,Medium,Mid,Zero,2559.706,Low,2,0.0,1
642,France,Male,40,8,109219.83,1,1,0,52827.51,0,30-45,Medium,Long,Medium,72058.168,High,0,2.07,3
706,Germany,Male,67,1,123276.69,2,1,1,86507.88,1,60+,Medium,New,Medium,87790.709,High,2,1.43,0
668,Spain,Male,43,10,113034.31,1,1,1,100423.88,0,30-45,Medium,Long,Medium,88644.319,High,1,1.13,0
635,Spain,Male,41,1,0.0,2,1,0,175611.5,0,30-45,Medium,New,Zero,52883.45,Medium,0,0.0,2
603,Spain,Male,30,6,129548.5,2,1,1,19282.85,0,<30,Medium,Mid,High,71759.105,Medium,2,6.72,0
635,France,Female,72,4,74812.84,1,0,1,27448.33,0,60+,Medium,Mid,Medium,46440.919,Medium,1,2.73,0
642,France,Female,40,7,0.0,2,1,0,183963.34,0,30-45,Medium,Long,Zero,56589.002,Medium,0,0.0,2
785,Spain,Female,54,1,0.0,2,1,0,45113.92,1,46-60,High,New,Zero,13734.176,Low,0,0.0,2
628,Germany,Female,28,3,153538.13,2,1,0,110776.01,0,<30,Medium,Mid,High,110601.868,Premium,0,1.39,3
499,France,Female,38,9,0.0,2,0,1,183042.2,0,30-45,Low,Long,Zero,56712.66,Medium,2,0.0,1
567,Spain,Male,34,10,0.0,2,0,1,161571.79,0,30-45,Low,Long,Zero,50471.537,Medium,2,0.0,1
449,Spain,Male,32,0,155619.36,1,1,1,166692.03,0,30-45,Low,New,High,127817.289,Premium,1,0.93,0
701,Spain,Male,35,10,159693.9,2,1,1,71173.64,0,30-45,Medium,Long,High,103199.042,Premium,2,2.24,0
613,Spain,Male,37,3,171653.17,1,0,1,5353.12,0,30-45,Medium,Mid,High,88032.52100000001,High,1,32.07,0
683,Germany,Female,39,2,47685.47,2,1,1,86019.48,0,30-45,Medium,New,Low,50048.579,Medium,2,0.55,1
581,France,Male,35,4,0.0,2,0,1,86383.82,0,30-45,Medium,Mid,Zero,26715.146,Low,2,0.0,1
620,France,Male,61,5,0.0,1,0,0,31641.52,1,60+,Medium,Mid,Zero,10492.456,Low,0,0.0,2
561,Spain,Male,28,6,123692.0,1,1,1,70548.96,0,<30,Low,Mid,Medium,84210.688,High,1,1.75,0
558,Germany,Male,26,1,148853.29,2,1,1,24411.02,0,<30,Low,New,High,81949.951,High,2,6.1,0
642,France,Male,35,2,133161.95,1,0,1,122254.86,0,30-45,Medium,New,High,103657.433,Premium,1,1.09,0
805,Germany,Male,24,6,143221.35,2,1,0,186035.72,0,<30,High,Mid,High,128621.391,Premium,0,0.77,3
687,France,Male,35,9,0.0,2,0,1,73133.82,0,30-45,Medium,Long,Zero,23740.146,Low,2,0.0,1
695,Spain,Male,56,1,0.0,3,1,0,187734.49,1,46-60,Medium,New,Zero,56520.347,Medium,0,0.0,2
562,France,Male,33,6,0.0,2,1,0,111590.35,0,30-45,Low,Mid,Zero,34677.105,Low,0,0.0,2
613,Germany,Male,38,9,126265.88,2,0,0,15859.95,0,30-45,Medium,Long,High,69690.925,Medium,0,7.96,3
589,France,Male,37,5,0.0,1,1,0,61324.87,0,30-45,Medium,Mid,Zero,19397.461,Low,0,0.0,2
593,Spain,Male,31,8,112713.34,1,1,1,176868.89,0,30-45,Medium,Long,Medium,111017.337,Premium,1,0.64,0
714,France,Male,34,5,141173.03,1,0,1,98896.06,0,30-45,Medium,Mid,High,101255.333,Premium,1,1.43,0
588,Spain,Female,35,7,0.0,2,1,1,108739.15,0,30-45,Medium,Long,Zero,34021.744999999995,Low,2,0.0,1
679,Spain,Male,39,6,0.0,2,1,0,12266.06,0,30-45,Medium,Mid,Zero,4879.817999999999,Low,0,0.0,2
730,Spain,Male,38,5,118866.36,1,1,1,163317.5,0,30-45,High,Mid,Medium,109428.43,Premium,1,0.73,0
833,France,Male,47,2,0.0,2,1,1,182247.77,0,46-60,High,New,Zero,55074.331,Medium,2,0.0,1
586,Spain,Female,33,7,0.0,2,1,1,168261.4,0,30-45,Medium,Long,Zero,51878.42,Medium,2,0.0,1
567,Spain,Female,54,5,92316.31,2,1,0,158590.66,1,46-60,Low,Mid,Medium,94735.353,High,0,0.58,3
637,Germany,Male,30,1,122185.53,1,1,0,102566.46,1,<30,Medium,New,Medium,92062.703,High,0,1.19,3
711,France,Male,38,4,123345.85,1,1,0,141827.83,0,30-45,Medium,Mid,Medium,105021.274,Premium,0,0.87,3
828,France,Male,30,4,73070.18,2,0,0,161671.15,0,<30,High,Mid,Medium,85836.435,High,0,0.45,3
500,Spain,Male,38,7,0.0,2,0,0,192013.23,0,30-45,Low,Long,Zero,59003.969000000005,Medium,0,0.0,2
807,France,Male,47,1,95120.59,1,0,0,127875.1,0,46-60,High,New,Medium,86122.825,High,0,0.74,3
850,France,Male,40,8,102800.65,1,1,0,60811.56,0,30-45,High,Long,Medium,71243.79299999999,Medium,0,1.69,3
782,France,Female,70,7,97072.42,1,0,1,131177.22,0,60+,High,Long,Medium,89289.37599999999,High,1,0.74,0
629,Spain,Male,31,6,132876.55,1,1,1,130862.11,0,30-45,Medium,Mid,High,106896.908,Premium,1,1.02,0
582,Spain,Male,33,6,0.0,2,0,1,72970.93,0,30-45,Medium,Mid,Zero,23091.279,Low,2,0.0,1
468,France,Male,22,2,0.0,2,1,0,28123.99,0,<30,Low,New,Zero,8837.197,Low,0,0.0,2
670,France,Male,36,3,0.0,1,1,0,140754.19,1,30-45,Medium,Mid,Zero,42826.257,Medium,0,0.0,2
805,France,Male,39,2,0.0,1,0,0,166650.32,0,30-45,High,New,Zero,50395.096,Medium,0,0.0,2
720,France,Male,26,10,51962.91,2,1,0,45507.24,0,<30,Medium,Long,Medium,41633.627,Medium,0,1.14,2
781,Spain,Female,29,6,98759.89,1,0,0,112202.64,0,<30,High,Mid,Medium,84240.737,High,0,0.88,3
592,Germany,Male,33,2,156570.86,1,1,1,37140.2,0,30-45,Medium,New,High,89827.48999999999,High,1,4.22,0
542,France,Female,42,1,0.0,1,1,1,178256.58,1,30-45,Low,New,Zero,53676.974,Medium,1,0.0,1
532,France,Male,42,1,159024.71,1,1,0,100982.93,1,30-45,Low,New,High,110007.234,Premium,0,1.57,3
520,France,Female,39,1,73493.17,1,0,1,109626.13,1,30-45,Low,New,Medium,69834.424,Medium,1,0.67,0
759,France,Female,45,8,0.0,2,1,1,99251.24,0,30-45,High,Long,Zero,31375.372,Low,2,0.0,1
473,France,Female,35,6,69617.36,1,1,0,143345.69,0,30-45,Low,Mid,Medium,79012.387,High,0,0.49,3
639,Spain,Female,35,5,136526.26,2,1,0,59653.03,0,30-45,Medium,Mid,High,87159.039,High,0,2.29,3
705,France,Male,25,3,113736.27,1,0,1,196864.61,0,<30,Medium,Mid,Medium,116527.518,Premium,1,0.58,0
530,France,Male,52,1,106723.28,1,0,0,109960.4,1,46-60,Low,New,Medium,86549.76,High,0,0.97,3
516,Germany,Female,33,10,138847.9,1,1,1,127256.7,0,30-45,Low,Long,High,109600.96,Premium,1,1.09,0
850,France,Female,40,0,0.0,2,1,0,1099.95,0,30-45,High,New,Zero,329.985,Low,0,0.0,2
746,Germany,Female,33,2,107868.14,2,1,1,146192.4,0,30-45,High,New,Medium,98191.79,Premium,2,0.74,0
622,Germany,Male,33,3,96926.12,2,1,0,48553.77,0,30-45,Medium,Mid,Medium,63629.191,Medium,0,2.0,3
743,France,Male,30,7,77599.23,1,0,0,144407.1,0,<30,High,Long,Medium,83521.745,High,0,0.54,3
732,Germany,Male,38,5,178787.54,1,1,1,195760.53,0,30-45,High,Mid,High,149121.929,Premium,1,0.91,0
850,France,Male,81,5,0.0,2,1,1,44827.47,0,60+,High,Mid,Zero,14448.241,Low,2,0.0,1
850,Germany,Female,34,3,129668.43,2,1,1,88743.99,0,30-45,High,Mid,High,92057.412,High,2,1.46,0
686,France,Male,34,6,146178.13,2,1,1,88837.11,0,30-45,Medium,Mid,High,100940.198,Premium,2,1.65,0
556,France,Female,40,8,0.0,2,1,0,62112.7,0,30-45,Low,Long,Zero,20233.81,Low,0,0.0,2
673,France,Male,37,4,0.0,2,0,0,163563.07,0,30-45,Medium,Mid,Zero,49868.921,Medium,0,0.0,2
809,France,Female,38,2,154763.21,2,1,1,174800.31,0,30-45,High,New,High,130221.698,Premium,2,0.89,0
634,Germany,Female,56,3,116251.24,1,0,1,42429.88,1,46-60,Medium,Mid,Medium,71454.584,Medium,1,2.74,0
630,France,Male,37,6,0.0,2,1,1,82647.65,0,30-45,Medium,Mid,Zero,25994.295,Low,2,0.0,1
564,Germany,Female,30,0,100954.88,2,0,0,134175.15,0,<30,Low,New,Medium,90729.985,High,0,0.75,3
625,France,Female,51,4,124620.01,2,1,0,92243.94,1,46-60,Medium,Mid,Medium,90783.187,High,0,1.35,3
677,Spain,Female,34,4,0.0,2,1,1,6175.53,0,30-45,Medium,Mid,Zero,2652.659,Low,2,0.0,1
583,France,Male,40,9,112701.04,1,0,0,29213.63,0,30-45,Medium,Long,Medium,66914.609,Medium,0,3.86,3
592,Spain,Male,45,8,84692.5,1,0,1,67214.02,0,30-45,Medium,Long,Medium,64110.456000000006,Medium,1,1.26,0
637,Germany,Male,49,2,108204.52,1,1,0,169037.84,1,46-60,Medium,New,Medium,105213.612,Premium,0,0.64,3
850,France,Male,30,6,86449.39,1,1,1,188809.23,0,<30,High,Mid,Medium,101067.464,Premium,1,0.46,0
633,Spain,Male,42,10,0.0,1,0,1,79408.17,0,30-45,Medium,Long,Zero,25822.451,Low,1,0.0,1
751,Germany,Male,36,5,73194.99,1,1,1,89222.66,0,30-45,High,Mid,Medium,64364.293000000005,Medium,1,0.82,0
592,Germany,Male,31,7,124593.23,1,1,0,86079.67,0,30-45,Medium,Long,Medium,89520.516,High,0,1.45,3
716,Germany,Male,50,2,119655.77,1,1,1,12944.17,1,46-60,Medium,New,Medium,64111.136,Medium,1,9.24,0
641,Germany,Male,42,3,121765.37,2,1,1,166516.84,0,30-45,Medium,Mid,Medium,111437.737,Premium,2,0.73,0
849,France,Male,35,4,110837.73,1,0,0,126419.8,0,30-45,High,Mid,Medium,94144.805,High,0,0.88,3
647,Spain,Male,47,10,99835.17,1,0,1,89103.05,0,46-60,Medium,Long,Medium,78648.5,High,1,1.12,0
608,Germany,Female,30,2,91057.37,2,1,0,132973.17,0,<30,Medium,New,Medium,85820.636,High,0,0.68,3
555,France,Female,26,7,0.0,2,1,0,93122.41,0,<30,Low,Long,Zero,29336.723,Low,0,0.0,2
497,Spain,Male,27,7,149400.27,1,0,0,167522.19,0,<30,Low,Long,High,126356.792,Premium,0,0.89,3
599,Germany,Male,38,9,89111.63,1,0,0,157239.6,0,30-45,Medium,Long,Medium,93527.695,High,0,0.57,3
545,Germany,Male,33,1,132527.9,2,0,1,107429.71,0,30-45,Low,New,High,98692.863,Premium,2,1.23,0
774,France,Female,36,9,114997.42,1,1,0,75304.09,0,30-45,High,Long,Medium,81889.937,High,0,1.53,3
464,France,Male,46,6,161798.53,1,1,0,182944.47,0,46-60,Low,Mid,High,136982.606,Premium,0,0.88,3
696,Germany,Female,27,2,96129.32,2,1,1,5983.7,0,<30,Medium,New,Medium,50259.77,Medium,2,16.07,1
667,Spain,Male,45,3,0.0,2,0,0,163655.01,0,30-45,Medium,Mid,Zero,49696.503,Medium,0,0.0,2
812,France,Male,32,5,133050.97,2,1,0,89385.92,0,30-45,High,Mid,High,94341.261,High,0,1.49,3
516,France,Male,51,8,120124.35,2,0,1,168773.54,0,46-60,Low,Long,Medium,112294.237,Premium,2,0.71,0
645,France,Male,39,8,0.0,2,0,0,96864.36,0,30-45,Medium,Long,Zero,30659.308,Low,0,0.0,2
664,Spain,Male,32,5,133705.74,1,0,0,134455.84,0,30-45,Medium,Mid,High,108189.622,Premium,0,0.99,3
427,Spain,Female,39,9,0.0,2,1,0,28368.37,0,30-45,Low,Long,Zero,10310.511,Low,0,0.0,2
685,France,Female,40,7,0.0,2,1,0,103898.59,0,30-45,Medium,Long,Zero,32569.577,Low,0,0.0,2
585,France,Female,33,4,152805.05,1,1,0,63239.65,0,30-45,Medium,Mid,High,96174.42,High,0,2.42,3
519,Germany,Female,21,1,151701.45,3,1,1,170138.68,1,<30,Low,New,High,127092.329,Premium,3,0.89,0
708,France,Female,67,1,0.0,2,0,1,3837.08,0,60+,Medium,New,Zero,1351.124,Low,2,0.0,1
717,France,Female,22,5,112465.06,1,1,1,92977.75,0,<30,Medium,Mid,Medium,85125.855,High,1,1.21,0
465,Germany,Male,24,6,156007.09,1,1,0,191368.37,0,<30,Low,Mid,High,136614.05599999998,Premium,0,0.82,3
829,Germany,Male,28,3,132405.52,3,1,0,104889.2,1,<30,High,Mid,High,98269.52,Premium,0,1.26,3
826,France,Male,26,5,142662.68,1,0,0,60285.3,0,<30,High,Mid,High,90416.93,High,0,2.37,3
747,Germany,Male,36,8,102603.3,2,1,1,180693.61,0,30-45,High,Long,Medium,107109.733,Premium,2,0.57,0
707,Spain,Male,32,9,0.0,2,1,0,126475.79,0,30-45,Medium,Long,Zero,39742.737,Low,0,0.0,2
590,Spain,Male,37,1,0.0,2,0,0,133535.99,0,30-45,Medium,New,Zero,40260.797,Low,0,0.0,2
603,Spain,Male,57,6,105000.85,2,1,1,87412.24,1,46-60,Medium,Mid,Medium,79924.09700000001,High,2,1.2,0
615,France,Male,45,5,0.0,2,1,1,164886.64,0,30-45,Medium,Mid,Zero,50465.992000000006,Medium,2,0.0,1
634,France,Female,36,1,69518.95,1,1,0,116238.39,0,30-45,Medium,New,Medium,69830.992,Medium,0,0.6,3
716,Germany,Male,41,8,126145.54,2,1,1,138051.19,0,30-45,Medium,Long,High,106088.127,Premium,2,0.91,0
647,France,Male,41,4,138937.35,1,1,1,101617.64,1,30-45,Medium,Mid,High,100753.967,Premium,1,1.37,0
591,Germany,Female,44,10,113581.98,1,1,0,1985.41,0,30-45,Medium,Long,Medium,59386.613,Medium,0,57.21,3
574,France,Male,34,1,112572.39,1,0,0,165626.6,0,30-45,Low,New,Medium,106174.175,Premium,0,0.68,3
467,Germany,Male,51,10,114514.71,2,1,0,177784.68,1,46-60,Low,Long,Medium,112592.759,Premium,0,0.64,3
701,France,Female,35,2,0.0,2,1,1,65765.22,0,30-45,Medium,New,Zero,20129.566,Low,2,0.0,1
747,France,Female,34,10,0.0,2,1,1,50759.8,0,30-45,High,Long,Zero,17227.940000000002,Low,2,0.0,1
650,France,Male,32,2,84906.45,1,1,0,163216.48,0,30-45,Medium,New,Medium,91818.169,High,0,0.52,3
731,Spain,Female,39,2,126816.18,1,1,1,74850.93,0,30-45,High,New,High,86263.36899999999,High,1,1.69,0
638,Germany,Female,26,1,105249.76,2,1,1,23491.09,0,<30,Medium,New,Medium,59872.207,Medium,2,4.48,1
569,Spain,Male,41,2,0.0,2,1,0,134272.57,0,30-45,Low,New,Zero,40681.771,Low,0,0.0,2
459,Germany,Male,50,5,109387.9,1,1,0,155721.15,0,46-60,Low,Mid,Medium,102410.29499999998,Premium,0,0.7,3
632,Germany,Male,23,3,122478.51,1,1,0,147230.77,1,<30,Medium,Mid,Medium,106008.486,Premium,0,0.83,3
683,France,Female,73,8,137732.23,2,1,1,133210.44,0,60+,Medium,Long,High,110429.247,Premium,2,1.03,0
850,France,Female,46,2,157866.77,1,1,1,18986.12,0,46-60,High,New,High,85029.22099999999,High,1,8.31,0
512,France,Female,41,6,0.0,1,1,1,100507.81,0,30-45,Low,Mid,Zero,31352.343,Low,1,0.0,1
616,France,Female,31,3,136789.14,1,1,0,59346.4,1,30-45,Medium,Mid,High,86798.49,High,0,2.3,3
664,France,Male,36,1,0.0,2,1,1,95372.64,0,30-45,Medium,New,Zero,28811.792,Low,2,0.0,1
694,France,Male,30,10,144684.03,1,1,1,31805.49,0,<30,Medium,Long,High,83883.662,High,1,4.55,0
655,France,Male,24,9,107065.31,1,1,1,51959.82,0,<30,Medium,Long,Medium,70920.601,Medium,1,2.06,0
607,France,Female,33,8,91301.72,1,0,1,130824.57,0,30-45,Medium,Long,Medium,86498.231,High,1,0.7,0
684,Spain,Male,39,4,207034.96,2,0,0,157694.76,1,30-45,Medium,Mid,High,151625.908,Premium,0,1.31,3
763,Spain,Male,37,8,0.0,2,1,1,933.38,0,30-45,High,Long,Zero,1880.014,Low,2,0.0,1
671,Spain,Male,50,8,0.0,1,0,1,2560.11,0,46-60,Medium,Long,Zero,2368.033,Low,1,0.0,1
592,Spain,Male,38,3,0.0,1,1,1,12905.89,1,30-45,Medium,Mid,Zero,4471.767,Low,1,0.0,1
666,Spain,Female,36,6,0.0,2,1,0,176692.87,0,30-45,Medium,Mid,Zero,54207.861,Medium,0,0.0,2
667,France,Male,34,5,0.0,2,1,1,102908.63,0,30-45,Medium,Mid,Zero,31872.589,Low,2,0.0,1
850,Spain,Male,36,6,0.0,2,0,1,41291.05,0,30-45,High,Mid,Zero,13587.315,Low,2,0.0,1
622,Spain,Male,42,9,0.0,2,1,0,119127.06,0,30-45,Medium,Long,Zero,37538.118,Low,0,0.0,2
577,France,Female,30,8,92472.1,2,0,1,126434.61,0,<30,Low,Long,Medium,85766.433,High,2,0.73,0
555,Spain,Male,21,1,0.0,2,0,0,103901.35,0,<30,Low,New,Zero,31370.405,Low,0,0.0,2
547,France,Male,62,10,127738.75,2,1,1,85153.0,0,60+,Low,Long,High,91415.275,High,2,1.5,0
613,Germany,Female,50,5,101242.98,2,1,0,12493.61,0,46-60,Medium,Mid,Medium,55369.573,Medium,0,8.1,3
672,France,Female,43,4,92599.55,2,1,1,167336.78,0,30-45,Medium,Mid,Medium,97300.809,High,2,0.55,0
624,Spain,Female,36,10,0.0,2,0,1,186180.42,0,30-45,Medium,Long,Zero,57854.126,Medium,2,0.0,1
698,Spain,Female,50,1,0.0,4,1,0,88566.9,1,46-60,Medium,New,Zero,26770.07,Low,0,0.0,2
606,France,Male,37,6,82373.94,1,0,0,172526.9,1,30-45,Medium,Mid,Medium,94145.04,High,0,0.48,3
720,Spain,Male,31,4,141356.47,1,0,0,137985.69,0,30-45,Medium,Mid,High,112873.942,Premium,0,1.02,3
835,France,Male,23,9,0.0,1,1,0,19793.73,1,<30,High,Long,Zero,7738.119,Low,0,0.0,2
771,Spain,Female,47,3,72664.0,2,1,1,107874.39,0,46-60,High,Mid,Medium,69294.317,Medium,2,0.67,1
811,France,Female,47,3,123365.34,2,0,0,171995.34,0,46-60,High,Mid,Medium,113881.272,Premium,0,0.72,3
734,Germany,Male,33,5,121898.58,1,1,0,61829.89,0,30-45,High,Mid,Medium,80498.257,High,0,1.97,3
548,Spain,Male,33,6,0.0,1,1,1,31728.35,0,30-45,Low,Mid,Zero,10718.505,Low,1,0.0,1
652,France,Female,31,3,103696.97,3,0,0,155221.05,1,30-45,Medium,Mid,Medium,99014.8,Premium,0,0.67,3
707,France,Male,33,2,0.0,2,0,0,130866.95,0,30-45,Medium,New,Zero,39660.085,Low,0,0.0,2
605,Germany,Female,56,1,74129.18,2,1,1,62199.78,1,46-60,Medium,New,Medium,55924.52399999999,Medium,2,1.19,1
623,France,Female,34,9,0.0,1,1,0,24255.21,0,30-45,Medium,Long,Zero,9076.562999999998,Low,0,0.0,2
686,Germany,Male,29,3,185379.02,1,1,0,64679.07,0,<30,Medium,Mid,High,112693.231,Premium,0,2.87,3
525,Germany,Female,47,1,118087.68,1,1,0,88120.78,1,46-60,Low,New,Medium,85680.074,High,0,1.34,3
657,Spain,Male,41,8,109402.13,1,1,1,66463.62,0,30-45,Medium,Long,Medium,76240.151,High,1,1.65,0
730,Germany,Female,33,7,130367.87,1,1,0,15142.1,1,30-45,High,Long,High,71126.565,Medium,0,8.61,3
816,Germany,Female,34,2,108410.87,2,1,0,102908.91,0,30-45,High,New,Medium,85478.108,High,0,1.05,3
484,France,Female,50,2,90408.16,2,0,0,48170.57,0,46-60,Low,New,Medium,60055.251,Medium,0,1.88,3
728,France,Female,34,6,90425.15,2,1,1,11597.69,0,30-45,High,Mid,Medium,49891.882,Medium,2,7.8,1
730,Spain,Female,39,6,140094.59,1,1,0,172450.04,1,30-45,High,Mid,High,122982.307,Premium,0,0.81,3
477,Spain,Male,31,9,0.0,2,0,1,184061.17,0,30-45,Low,Long,Zero,57018.351,Medium,2,0.0,1
663,Germany,Female,46,6,95439.4,1,1,1,21038.58,1,46-60,Medium,Mid,Medium,55231.274,Medium,1,4.54,0
549,Germany,Male,34,6,204017.4,2,1,0,109538.35,0,30-45,Low,Mid,High,136070.205,Premium,0,1.86,3
714,Spain,Male,29,9,0.0,2,1,0,129192.55,0,<30,Medium,Long,Zero,40557.765,Low,0,0.0,2
430,Germany,Male,49,3,137115.16,1,1,0,146516.86,1,46-60,Low,Mid,High,113112.638,Premium,0,0.94,3
504,Germany,Male,43,5,134740.19,2,1,0,181430.91,0,30-45,Low,Mid,High,122799.368,Premium,0,0.74,3
530,France,Female,29,5,0.0,2,0,0,121451.21,0,<30,Low,Mid,Zero,37435.363,Low,0,0.0,2
619,Germany,Male,29,4,98955.87,1,0,1,131712.51,0,<30,Medium,Mid,Medium,89791.688,High,1,0.75,0
617,Germany,Male,44,9,49157.09,2,1,0,53294.17,0,30-45,Medium,Long,Low,42366.796,Medium,0,0.92,2
791,Germany,Male,31,1,130240.33,1,0,0,96546.55,0,30-45,High,New,High,94284.13,High,0,1.35,3
609,France,Male,48,1,108019.27,3,1,1,184524.65,1,46-60,Medium,New,Medium,109567.03,Premium,3,0.59,0
780,Germany,Male,51,4,126725.25,1,1,0,195259.31,1,46-60,High,Mid,High,122740.418,Premium,0,0.65,3
