CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AgeGroup,CreditBand,TenureGroup,BalanceSegment,CLV_Score,CLV_Segment,EngagementScore,Balance_Salary_Ratio
562,France,Male,33,6,0.0,2,1,0,111590.35,0,30-45,Low,Mid,Zero,34677.105,Low,0,0.0
613,Germany,Male,38,9,126265.88,2,0,0,15859.95,0,30-45,Medium,Long,High,69690.925,Medium,0,7.96
589,France,Male,37,5,0.0,1,1,0,61324.87,0,30-45,Medium,Mid,Zero,19397.461,Low,0,0.0
593,Spain,Male,31,8,112713.34,1,1,1,176868.89,0,30-45,Medium,Long,Medium,111017.337,Premium,1,0.64
714,France,Male,34,5,141173.03,1,0,1,98896.06,0,30-45,Medium,Mid,High,101255.333,Premium,1,1.43
588,Spain,Female,35,7,0.0,2,1,1,108739.15,0,30-45,Medium,Long,Zero,34021.744999999995,Low,2,0.0
679,Spain,Male,39,6,0.0,2,1,0,12266.06,0,30-45,Medium,Mid,Zero,4879.817999999999,Low,0,0.0
730,Spain,Male,38,5,118866.36,1,1,1,163317.5,0,30-45,High,Mid,Medium,109428.43,Premium,1,0.73
833,France,Male,47,2,0.0,2,1,1,182247.77,0,46-60,High,New,Zero,55074.331,Medium,2,0.0
586,Spain,Female,33,7,0.0,2,1,1,168261.4,0,30-45,Medium,Long,Zero,51878.42,Medium,2,0.0
567,Spain,Female,54,5,92316.31,2,1,0,158590.66,1,46-60,Low,Mid,Medium,94735.353,High,0,0.58
637,Germany,Male,30,1,122185.53,1,1,0,102566.46,1,<30,Medium,New,Medium,92062.70300000001,High,0,1.19
711,France,Male,38,4,123345.85,1,1,0,141827.83,0,30-45,Medium,Mid,Medium,105021.274,Premium,0,0.87
828,France,Male,30,4,73070.18,2,0,0,161671.15,0,<30,High,Mid,Medium,85836.435,High,0,0.45
500,Spain,Male,38,7,0.0,2,0,0,192013.23,0,30-45,Low,Long,Zero,59003.969000000005,Medium,0,0.0
807,France,Male,47,1,95120.59,1,0,0,127875.1,0,46-60,High,New,Medium,86122.825,High,0,0.74
850,France,Male,40,8,102800.65,1,1,0,60811.56,0,30-45,High,Long,Medium,71243.79299999999,Medium,0,1.69
782,France,Female,70,7,97072.42,1,0,1,131177.22,0,60+,High,Long,Medium,89289.37599999999,High,1,0.74
629,Spain,Male,31,6,132876.55,1,1,1,130862.11,0,30-45,Medium,Mid,High,106896.908,Premium,1,1.02
582,Spain,Male,33,6,0.0,2,0,1,72970.93,0,30-45,Medium,Mid,Zero,23091.279,Low,2,0.0
468,France,Male,22,2,0.0,2,1,0,28123.99,0,<30,Low,New,Zero,8837.197,Low,0,0.0
670,France,Male,36,3,0.0,1,1,0,140754.19,1,30-45,Medium,Mid,Zero,42826.257,Medium,0,0.0
805,France,Male,39,2,0.0,1,0,0,166650.32,0,30-45,High,New,Zero,50395.096,Medium,0,0.0
720,France,Male,26,10,51962.91,2,1,0,45507.24,0,<30,Medium,Long,Medium,41633.627,Medium,0,1.14
781,Spain,Female,29,6,98759.89,1,0,0,112202.64,0,<30,High,Mid,Medium,84240.737,High,0,0.88
592,Germany,Male,33,2,156570.86,1,1,1,37140.2,0,30-45,Medium,New,High,89827.48999999999,High,1,4.22
542,France,Female,42,1,0.0,1,1,1,178256.58,1,30-45,Low,New,Zero,53676.973999999995,Medium,1,0.0
532,France,Male,42,1,159024.71,1,1,0,100982.93,1,30-45,Low,New,High,110007.234,Premium,0,1.57
520,France,Female,39,1,73493.17,1,0,1,109626.13,1,30-45,Low,New,Medium,69834.424,Medium,1,0.67
759,France,Female,45,8,0.0,2,1,1,99251.24,0,30-45,High,Long,Zero,31375.372,Low,2,0.0
473,France,Female,35,6,69617.36,1,1,0,143345.69,0,30-45,Low,Mid,Medium,79012.387,High,0,0.49
639,Spain,Female,35,5,136526.26,2,1,0,59653.03,0,30-45,Medium,Mid,High,87159.039,High,0,2.29
705,France,Male,25,3,113736.27,1,0,1,196864.61,0,<30,Medium,Mid,Medium,116527.518,Premium,1,0.58
530,France,Male,52,1,106723.28,1,0,0,109960.4,1,46-60,Low,New,Medium,86549.76,High,0,0.97
516,Germany,Female,33,10,138847.9,1,1,1,127256.7,0,30-45,Low,Long,High,109600.95999999999,Premium,1,1.09
850,France,Female,40,0,0.0,2,1,0,1099.95,0,30-45,High,New,Zero,329.985,Low,0,0.0
746,Germany,Female,33,2,107868.14,2,1,1,146192.4,0,30-45,High,New,Medium,98191.79,Premium,2,0.74
622,Germany,Male,33,3,96926.12,2,1,0,48553.77,0,30-45,Medium,Mid,Medium,63629.191,Medium,0,2.0
743,France,Male,30,7,77599.23,1,0,0,144407.1,0,<30,High,Long,Medium,83521.745,High,0,0.54
732,Germany,Male,38,5,178787.54,1,1,1,195760.53,0,30-45,High,Mid,High,149121.929,Premium,1,0.91
850,France,Male,81,5,0.0,2,1,1,44827.47,0,60+,High,Mid,Zero,14448.241,Low,2,0.0
850,Germany,Female,34,3,129668.43,2,1,1,88743.99,0,30-45,High,Mid,High,92057.412,High,2,1.46
686,France,Male,34,6,146178.13,2,1,1,88837.11,0,30-45,Medium,Mid,High,100940.198,Premium,2,1.65
556,France,Female,40,8,0.0,2,1,0,62112.7,0,30-45,Low,Long,Zero,20233.809999999998,Low,0,0.0
673,France,Male,37,4,0.0,2,0,0,163563.07,0,30-45,Medium,Mid,Zero,49868.921,Medium,0,0.0
809,France,Female,38,2,154763.21,2,1,1,174800.31,0,30-45,High,New,High,130221.698,Premium,2,0.89
634,Germany,Female,56,3,116251.24,1,0,1,42429.88,1,46-60,Medium,Mid,Medium,71454.584,Medium,1,2.74
630,France,Male,37,6,0.0,2,1,1,82647.65,0,30-45,Medium,Mid,Zero,25994.295,Low,2,0.0
564,Germany,Female,30,0,100954.88,2,0,0,134175.15,0,<30,Low,New,Medium,90729.985,High,0,0.75
625,France,Female,51,4,124620.01,2,1,0,92243.94,1,46-60,Medium,Mid,Medium,90783.187,High,0,1.35
677,Spain,Female,34,4,0.0,2,1,1,6175.53,0,30-45,Medium,Mid,Zero,2652.6589999999997,Low,2,0.0
583,France,Male,40,9,112701.04,1,0,0,29213.63,0,30-45,Medium,Long,Medium,66914.609,Medium,0,3.86
592,Spain,Male,45,8,84692.5,1,0,1,67214.02,0,30-45,Medium,Long,Medium,64110.456000000006,Medium,1,1.26
637,Germany,Male,49,2,108204.52,1,1,0,169037.84,1,46-60,Medium,New,Medium,105213.612,Premium,0,0.64
850,France,Male,30,6,86449.39,1,1,1,188809.23,0,<30,High,Mid,Medium,101067.464,Premium,1,0.46
633,Spain,Male,42,10,0.0,1,0,1,79408.17,0,30-45,Medium,Long,Zero,25822.450999999997,Low,1,0.0
751,Germany,Male,36,5,73194.99,1,1,1,89222.66,0,30-45,High,Mid,Medium,64364.293000000005,Medium,1,0.82
592,Germany,Male,31,7,124593.23,1,1,0,86079.67,0,30-45,Medium,Long,Medium,89520.516,High,0,1.45
716,Germany,Male,50,2,119655.77,1,1,1,12944.17,1,46-60,Medium,New,Medium,64111.136,Medium,1,9.24
641,Germany,Male,42,3,121765.37,2,1,1,166516.84,0,30-45,Medium,Mid,Medium,111437.737,Premium,2,0.73
849,France,Male,35,4,110837.73,1,0,0,126419.8,0,30-45,High,Mid,Medium,94144.805,High,0,0.88
647,Spain,Male,47,10,99835.17,1,0,1,89103.05,0,46-60,Medium,Long,Medium,78648.5,High,1,1.12
608,Germany,Female,30,2,91057.37,2,1,0,132973.17,0,<30,Medium,New,Medium,85820.636,High,0,0.68
555,France,Female,26,7,0.0,2,1,0,93122.41,0,<30,Low,Long,Zero,29336.723,Low,0,0.0
497,Spain,Male,27,7,149400.27,1,0,0,167522.19,0,<30,Low,Long,High,126356.79199999999,Premium,0,0.89
599,Germany,Male,38,9,89111.63,1,0,0,157239.6,0,30-45,Medium,Long,Medium,93527.695,High,0,0.57
545,Germany,Male,33,1,132527.9,2,0,1,107429.71,0,30-45,Low,New,High,98692.863,Premium,2,1.23
774,France,Female,36,9,114997.42,1,1,0,75304.09,0,30-45,High,Long,Medium,81889.937,High,0,1.53
464,France,Male,46,6,161798.53,1,1,0,182944.47,0,46-60,Low,Mid,High,136982.606,Premium,0,0.88
696,Germany,Female,27,2,96129.32,2,1,1,5983.7,0,<30,Medium,New,Medium,50259.770000000004,Medium,2,16.07
667,Spain,Male,45,3,0.0,2,0,0,163655.01,0,30-45,Medium,Mid,Zero,49696.503000000004,Medium,0,0.0
812,France,Male,32,5,133050.97,2,1,0,89385.92,0,30-45,High,Mid,High,94341.261,High,0,1.49
516,France,Male,51,8,120124.35,2,0,1,168773.54,0,46-60,Low,Long,Medium,112294.237,Premium,2,0.71
645,France,Male,39,8,0.0,2,0,0,96864.36,0,30-45,Medium,Long,Zero,30659.308,Low,0,0.0
664,Spain,Male,32,5,133705.74,1,0,0,134455.84,0,30-45,Medium,Mid,High,108189.622,Premium,0,0.99
427,Spain,Female,39,9,0.0,2,1,0,28368.37,0,30-45,Low,Long,Zero,10310.510999999999,Low,0,0.0
685,France,Female,40,7,0.0,2,1,0,103898.59,0,30-45,Medium,Long,Zero,32569.576999999997,Low,0,0.0
585,France,Female,33,4,152805.05,1,1,0,63239.65,0,30-45,Medium,Mid,High,96174.42,High,0,2.42
519,Germany,Female,21,1,151701.45,3,1,1,170138.68,1,<30,Low,New,High,127092.329,Premium,3,0.89
708,France,Female,67,1,0.0,2,0,1,3837.08,0,60+,Medium,New,Zero,1351.124,Low,2,0.0
717,France,Female,22,5,112465.06,1,1,1,92977.75,0,<30,Medium,Mid,Medium,85125.855,High,1,1.21
465,Germany,Male,24,6,156007.09,1,1,0,191368.37,0,<30,Low,Mid,High,136614.05599999998,Premium,0,0.82
829,Germany,Male,28,3,132405.52,3,1,0,104889.2,1,<30,High,Mid,High,98269.51999999999,Premium,0,1.26
826,France,Male,26,5,142662.68,1,0,0,60285.3,0,<30,High,Mid,High,90416.93,High,0,2.37
747,Germany,Male,36,8,102603.3,2,1,1,180693.61,0,30-45,High,Long,Medium,107109.733,Premium,2,0.57
707,Spain,Male,32,9,0.0,2,1,0,126475.79,0,30-45,Medium,Long,Zero,39742.736999999994,Low,0,0.0
590,Spain,Male,37,1,0.0,2,0,0,133535.99,0,30-45,Medium,New,Zero,40260.797,Low,0,0.0
603,Spain,Male,57,6,105000.85,2,1,1,87412.24,1,46-60,Medium,Mid,Medium,79924.09700000001,High,2,1.2
615,France,Male,45,5,0.0,2,1,1,164886.64,0,30-45,Medium,Mid,Zero,50465.992000000006,Medium,2,0.0
634,France,Female,36,1,69518.95,1,1,0,116238.39,0,30-45,Medium,New,Medium,69830.992,Medium,0,0.6
716,Germany,Male,41,8,126145.54,2,1,1,138051.19,0,30-45,Medium,Long,High,106088.127,Premium,2,0.91
647,France,Male,41,4,138937.35,1,1,1,101617.64,1,30-45,Medium,Mid,High,100753.967,Premium,1,1.37
591,Germany,Female,44,10,113581.98,1,1,0,1985.41,0,30-45,Medium,Long,Medium,59386.613,Medium,0,57.21
574,France,Male,34,1,112572.39,1,0,0,165626.6,0,30-45,Low,New,Medium,106174.175,Premium,0,0.68
467,Germany,Male,51,10,114514.71,2,1,0,177784.68,1,46-60,Low,Long,Medium,112592.75899999999,Premium,0,0.64
701,France,Female,35,2,0.0,2,1,1,65765.22,0,30-45,Medium,New,Zero,20129.566,Low,2,0.0
747,France,Female,34,10,0.0,2,1,1,50759.8,0,30-45,High,Long,Zero,17227.940000000002,Low,2,0.0
650,France,Male,32,2,84906.45,1,1,0,163216.48,0,30-45,Medium,New,Medium,91818.169,High,0,0.52
731,Spain,Female,39,2,126816.18,1,1,1,74850.93,0,30-45,High,New,High,86263.36899999999,High,1,1.69
638,Germany,Female,26,1,105249.76,2,1,1,23491.09,0,<30,Medium,New,Medium,59872.206999999995,Medium,2,4.48
569,Spain,Male,41,2,0.0,2,1,0,134272.57,0,30-45,Low,New,Zero,40681.771,Low,0,0.0
459,Germany,Male,50,5,109387.9,1,1,0,155721.15,0,46-60,Low,Mid,Medium,102410.29499999998,Premium,0,0.7
632,Germany,Male,23,3,122478.51,1,1,0,147230.77,1,<30,Medium,Mid,Medium,106008.48599999999,Premium,0,0.83
683,France,Female,73,8,137732.23,2,1,1,133210.44,0,60+,Medium,Long,High,110429.247,Premium,2,1.03
850,France,Female,46,2,157866.77,1,1,1,18986.12,0,46-60,High,New,High,85029.22099999999,High,1,8.31
512,France,Female,41,6,0.0,1,1,1,100507.81,0,30-45,Low,Mid,Zero,31352.342999999997,Low,1,0.0
616,France,Female,31,3,136789.14,1,1,0,59346.4,1,30-45,Medium,Mid,High,86798.49,High,0,2.3
664,France,Male,36,1,0.0,2,1,1,95372.64,0,30-45,Medium,New,Zero,28811.791999999998,Low,2,0.0
694,France,Male,30,10,144684.03,1,1,1,31805.49,0,<30,Medium,Long,High,83883.662,High,1,4.55
655,France,Male,24,9,107065.31,1,1,1,51959.82,0,<30,Medium,Long,Medium,70920.601,Medium,1,2.06
607,France,Female,33,8,91301.72,1,0,1,130824.57,0,30-45,Medium,Long,Medium,86498.231,High,1,0.7
684,Spain,Male,39,4,207034.96,2,0,0,157694.76,1,30-45,Medium,Mid,High,151625.908,Premium,0,1.31
763,Spain,Male,37,8,0.0,2,1,1,933.38,0,30-45,High,Long,Zero,1880.0140000000001,Low,2,0.0
671,Spain,Male,50,8,0.0,1,0,1,2560.11,0,46-60,Medium,Long,Zero,2368.033,Low,1,0.0
592,Spain,Male,38,3,0.0,1,1,1,12905.89,1,30-45,Medium,Mid,Zero,4471.767,Low,1,0.0
666,Spain,Female,36,6,0.0,2,1,0,176692.87,0,30-45,Medium,Mid,Zero,54207.861,Medium,0,0.0
667,France,Male,34,5,0.0,2,1,1,102908.63,0,30-45,Medium,Mid,Zero,31872.589,Low,2,0.0
850,Spain,Male,36,6,0.0,2,0,1,41291.05,0,30-45,High,Mid,Zero,13587.315,Low,2,0.0
622,Spain,Male,42,9,0.0,2,1,0,119127.06,0,30-45,Medium,Long,Zero,37538.117999999995,Low,0,0.0
577,France,Female,30,8,92472.1,2,0,1,126434.61,0,<30,Low,Long,Medium,85766.433,High,2,0.73
555,Spain,Male,21,1,0.0,2,0,0,103901.35,0,<30,Low,New,Zero,31370.405,Low,0,0.0
547,France,Male,62,10,127738.75,2,1,1,85153.0,0,60+,Low,Long,High,91415.275,High,2,1.5
613,Germany,Female,50,5,101242.98,2,1,0,12493.61,0,46-60,Medium,Mid,Medium,55369.573,Medium,0,8.1
672,France,Female,43,4,92599.55,2,1,1,167336.78,0,30-45,Medium,Mid,Medium,97300.80900000001,High,2,0.55
624,Spain,Female,36,10,0.0,2,0,1,186180.42,0,30-45,Medium,Long,Zero,57854.126000000004,Medium,2,0.0
698,Spain,Female,50,1,0.0,4,1,0,88566.9,1,46-60,Medium,New,Zero,26770.069999999996,Low,0,0.0
606,France,Male,37,6,82373.94,1,0,0,172526.9,1,30-45,Medium,Mid,Medium,94145.04000000001,High,0,0.48
720,Spain,Male,31,4,141356.47,1,0,0,137985.69,0,30-45,Medium,Mid,High,112873.94200000001,Premium,0,1.02
835,France,Male,23,9,0.0,1,1,0,19793.73,1,<30,High,Long,Zero,7738.119,Low,0,0.0
771,Spain,Female,47,3,72664.0,2,1,1,107874.39,0,46-60,High,Mid,Medium,69294.317,Medium,2,0.67
811,France,Female,47,3,123365.34,2,0,0,171995.34,0,46-60,High,Mid,Medium,113881.272,Premium,0,0.72
734,Germany,Male,33,5,121898.58,1,1,0,61829.89,0,30-45,High,Mid,Medium,80498.257,High,0,1.97
548,Spain,Male,33,6,0.0,1,1,1,31728.35,0,30-45,Low,Mid,Zero,10718.505,Low,1,0.0
652,France,Female,31,3,103696.97,3,0,0,155221.05,1,30-45,Medium,Mid,Medium,99014.79999999999,Premium,0,0.67
707,France,Male,33,2,0.0,2,0,0,130866.95,0,30-45,Medium,New,Zero,39660.085,Low,0,0.0
605,Germany,Female,56,1,74129.18,2,1,1,62199.78,1,46-60,Medium,New,Medium,55924.52399999999,Medium,2,1.19
623,France,Female,34,9,0.0,1,1,0,24255.21,0,30-45,Medium,Long,Zero,9076.562999999998,Low,0,0.0
686,Germany,Male,29,3,185379.02,1,1,0,64679.07,0,<30,Medium,Mid,High,112693.231,Premium,0,2.87
525,Germany,Female,47,1,118087.68,1,1,0,88120.78,1,46-60,Low,New,Medium,85680.074,High,0,1.34
657,Spain,Male,41,8,109402.13,1,1,1,66463.62,0,30-45,Medium,Long,Medium,76240.151,High,1,1.65
730,Germany,Female,33,7,130367.87,1,1,0,15142.1,1,30-45,High,Long,High,71126.565,Medium,0,8.61
816,Germany,Female,34,2,108410.87,2,1,0,102908.91,0,30-45,High,New,Medium,85478.108,High,0,1.05
484,France,Female,50,2,90408.16,2,0,0,48170.57,0,46-60,Low,New,Medium,60055.251000000004,Medium,0,1.88
728,France,Female,34,6,90425.15,2,1,1,11597.69,0,30-45,High,Mid,Medium,49891.882,Medium,2,7.8
730,Spain,Female,39,6,140094.59,1,1,0,172450.04,1,30-45,High,Mid,High,122982.307,Premium,0,0.81
477,Spain,Male,31,9,0.0,2,0,1,184061.17,0,30-45,Low,Long,Zero,57018.351,Medium,2,0.0
663,Germany,Female,46,6,95439.4,1,1,1,21038.58,1,46-60,Medium,Mid,Medium,55231.274,Medium,1,4.54
549,Germany,Male,34,6,204017.4,2,1,0,109538.35,0,30-45,Low,Mid,High,136070.205,Premium,0,1.86
714,Spain,Male,29,9,0.0,2,1,0,129192.55,0,<30,Medium,Long,Zero,40557.765,Low,0,0.0
430,Germany,Male,49,3,137115.16,1,1,0,146516.86,1,46-60,Low,Mid,High,113112.638,Premium,0,0.94
504,Germany,Male,43,5,134740.19,2,1,0,181430.91,0,30-45,Low,Mid,High,122799.368,Premium,0,0.74
530,France,Female,29,5,0.0,2,0,0,121451.21,0,<30,Low,Mid,Zero,37435.363,Low,0,0.0
619,Germany,Male,29,4,98955.87,1,0,1,131712.51,0,<30,Medium,Mid,Medium,89791.688,High,1,0.75
617,Germany,Male,44,9,49157.09,2,1,0,53294.17,0,30-45,Medium,Long,Low,42366.795999999995,Medium,0,0.92
791,Germany,Male,31,1,130240.33,1,0,0,96546.55,0,30-45,High,New,High,94284.13,High,0,1.35
609,France,Male,48,1,108019.27,3,1,1,184524.65,1,46-60,Medium,New,Medium,109567.03,Premium,3,0.59
780,Germany,Male,51,4,126725.25,1,1,0,195259.31,1,46-60,High,Mid,High,122740.418,Premium,0,0.65
777,Germany,Female,34,5,96693.66,1,1,1,172618.52,0,30-45,High,Mid,Medium,101132.386,Premium,1,0.56
817,Germany,Female,27,7,129810.6,1,1,1,59259.44,0,<30,High,Long,High,84083.132,High,1,2.19
850,France,Male,58,8,156652.13,1,0,0,25899.21,1,46-60,High,Long,High,87695.82800000001,High,0,6.05
732,France,Female,36,9,0.0,1,0,0,3749.0,1,30-45,High,Long,Zero,2924.7,Low,0,0.0
693,France,Male,40,4,130661.96,1,1,1,101918.96,0,30-45,Medium,Mid,High,96706.668,High,1,1.28
576,France,Female,50,8,0.0,2,1,1,57802.62,0,46-60,Low,Long,Zero,18940.786,Low,2,0.0
643,France,Male,37,6,0.0,2,0,0,142454.77,0,30-45,Medium,Mid,Zero,43936.431,Medium,0,0.0
757,France,Male,47,3,130747.1,1,1,0,143829.54,0,46-60,High,Mid,High,109122.41200000001,Premium,0,0.91
569,Germany,Male,30,6,106629.49,1,0,1,44114.88,0,<30,Low,Mid,Medium,67749.209,Medium,1,2.42
772,Spain,Male,36,3,112029.83,1,1,1,186948.35,0,30-45,High,Mid,Medium,112699.42,Premium,1,0.6
576,Germany,Male,29,7,130575.26,1,0,1,173629.78,0,<30,Low,Long,High,118776.564,Premium,1,0.75
608,Germany,Male,28,4,96679.71,1,1,1,49133.45,0,<30,Medium,Mid,Medium,63879.89,Medium,1,1.97
794,France,Male,33,0,0.0,2,0,0,178122.71,0,30-45,High,New,Zero,53436.812999999995,Medium,0,0.0
593,France,Male,50,6,171740.69,1,0,0,20893.61,0,46-60,Medium,Mid,High,93338.428,High,0,8.22
597,Spain,Male,38,1,0.0,2,1,0,41303.29,0,30-45,Medium,New,Zero,12590.987,Low,0,0.0
541,Germany,Female,39,9,100116.67,1,1,1,199808.1,1,30-45,Low,Long,Medium,111800.765,Premium,1,0.5
692,Germany,Male,24,2,120596.93,1,0,1,180490.53,0,<30,Medium,New,Medium,114845.624,Premium,1,0.67
697,France,Female,48,1,0.0,2,1,1,87400.53,0,46-60,Medium,New,Zero,26420.159,Low,2,0.0
768,France,Male,29,2,95984.69,2,1,1,73686.75,0,<30,High,New,Medium,70498.37,Medium,2,1.3
802,France,Male,38,1,142557.11,1,1,1,172497.73,0,30-45,High,New,High,123227.874,Premium,1,0.83
584,France,Male,47,5,0.0,2,1,0,89286.29,0,46-60,Medium,Mid,Zero,27785.887,Low,0,0.0
614,Spain,Male,66,2,0.0,2,0,1,180082.7,0,60+,Medium,New,Zero,54424.810000000005,Medium,2,0.0
850,Germany,Female,36,6,143644.16,1,1,0,22102.25,1,30-45,High,Mid,High,79652.755,High,0,6.5
671,France,Female,38,6,132129.72,1,0,1,76068.95,0,30-45,Medium,Mid,High,90085.545,High,1,1.74
626,France,Female,52,0,0.0,2,1,0,32159.46,1,46-60,Medium,New,Zero,9647.838,Low,0,0.0
770,France,Female,68,2,183555.24,1,0,0,159557.28,1,60+,High,New,High,140044.804,Premium,0,1.15
633,France,Male,38,2,91902.56,2,1,1,107673.35,0,30-45,Medium,New,Medium,78653.285,High,2,0.85
663,France,Male,40,6,156218.19,1,0,1,33607.72,0,30-45,Medium,Mid,High,89391.41100000001,High,1,4.65
581,Germany,Female,43,5,93259.57,3,1,0,141035.65,1,30-45,Medium,Mid,Medium,89940.48000000001,High,0,0.66
561,Germany,Female,45,2,168085.38,2,0,1,115719.08,0,30-45,Low,New,High,119158.414,Premium,2,1.45
479,Germany,Male,51,1,107714.74,3,1,0,86128.21,1,46-60,Low,New,Medium,79895.833,High,0,1.25
769,France,Female,31,6,117852.26,2,1,0,147668.64,0,30-45,High,Mid,Medium,104426.72200000001,Premium,0,0.8
659,Spain,Male,60,2,0.0,1,1,0,177480.45,1,46-60,Medium,New,Zero,53644.135,Medium,0,0.0
590,Spain,Female,51,10,84474.62,2,1,1,190937.09,0,46-60,Medium,Long,Medium,101518.437,Premium,2,0.44
560,France,Male,50,3,0.0,2,1,0,84531.79,0,46-60,Low,Mid,Zero,25959.536999999997,Low,0,0.0
437,Germany,Male,35,6,126803.34,2,1,1,161133.4,0,30-45,Low,Mid,High,112941.69,Premium,2,0.79
661,France,Female,34,0,0.0,2,1,0,185555.63,0,30-45,Medium,New,Zero,55666.689,Medium,0,0.0
677,Germany,Female,36,10,68806.84,1,1,0,33075.24,0,30-45,Medium,Long,Medium,46325.992,Medium,0,2.08
560,France,Female,31,3,115141.18,1,1,0,39806.75,0,30-45,Low,Mid,Medium,70112.61499999999,Medium,0,2.89
578,France,Female,35,2,0.0,2,0,1,26389.92,0,30-45,Low,New,Zero,8316.975999999999,Low,2,0.0
421,Spain,Male,34,6,90723.36,1,1,1,12162.76,0,30-45,Low,Mid,Medium,50210.508,Medium,1,7.46
492,Germany,Female,49,2,151249.45,2,1,1,167237.94,0,46-60,Low,New,High,126196.107,Premium,2,0.9
545,France,Female,32,6,0.0,2,1,1,52067.37,0,30-45,Low,Mid,Zero,16820.211,Low,2,0.0
640,Germany,Female,43,9,94752.49,1,1,0,184006.36,1,30-45,Medium,Long,Medium,104378.15299999999,Premium,0,0.51
624,Spain,Female,34,6,0.0,1,1,0,582.59,1,30-45,Medium,Mid,Zero,1374.777,Low,0,0.0
577,Spain,Male,28,7,0.0,1,1,0,143274.41,0,<30,Low,Long,Zero,44382.323,Medium,0,0.0
704,France,Male,31,5,132084.66,3,1,1,54474.48,1,30-45,Medium,Mid,High,83384.674,High,3,2.42
523,France,Male,45,5,0.0,2,1,1,121428.2,0,30-45,Low,Mid,Zero,37428.46,Low,2,0.0
793,France,Male,35,2,0.0,2,1,1,79704.12,0,30-45,High,New,Zero,24311.235999999997,Low,2,0.0
564,France,Female,53,2,45472.28,1,1,1,41055.71,1,46-60,Low,New,Low,35452.853,Low,1,1.11
711,France,Male,33,1,0.0,1,0,0,41590.4,0,30-45,Medium,New,Zero,12677.12,Low,0,0.0
791,Germany,Female,33,10,130229.71,2,0,0,54019.93,1,30-45,High,Long,High,83320.834,High,0,2.41
629,Germany,Female,38,9,123948.85,1,1,0,76053.07,0,30-45,Medium,Long,Medium,86590.346,High,0,1.63
729,Germany,Male,39,6,127415.85,1,1,1,184977.2,1,30-45,High,Mid,High,120401.085,Premium,1,0.69
651,Germany,Male,35,8,110067.71,1,1,0,127678.95,1,30-45,Medium,Long,Medium,94937.54000000001,High,0,0.86
695,Spain,Male,39,4,65521.2,1,1,1,1243.97,0,30-45,Medium,Mid,Medium,33933.791,Low,1,52.67
847,Spain,Male,31,5,0.0,2,1,1,76326.67,0,30-45,High,Mid,Zero,23898.001,Low,2,0.0
704,France,Male,47,5,0.0,2,1,1,145338.61,0,46-60,Medium,Mid,Zero,44601.58299999999,Medium,2,0.0
613,Germany,Male,33,3,155736.42,2,1,1,57751.21,0,30-45,Medium,Mid,High,95793.573,High,2,2.7
692,Spain,Female,29,4,0.0,2,0,0,138880.24,0,<30,Medium,Mid,Zero,42464.07199999999,Medium,0,0.0
720,France,Female,34,3,118307.57,2,1,1,136120.29,0,30-45,Medium,Mid,Medium,100589.872,Premium,2,0.87
577,France,Male,41,6,0.0,1,1,1,167621.18,0,30-45,Low,Mid,Zero,51486.354,Medium,1,0.0
710,Germany,Female,24,7,103099.17,2,1,0,173276.62,0,<30,Medium,Long,Medium,104932.571,Premium,0,0.59
716,France,Female,38,1,0.0,2,1,1,99661.46,0,30-45,Medium,New,Zero,30098.438000000002,Low,2,0.0
410,France,Male,33,6,125789.69,1,0,0,66333.56,1,30-45,Low,Mid,High,83994.913,High,0,1.9
584,Germany,Female,36,4,109646.83,1,1,1,70240.79,0,30-45,Medium,Mid,Medium,76695.652,High,1,1.56
792,France,Male,30,1,127187.86,1,1,1,113553.42,0,<30,High,New,High,97859.956,Premium,1,1.12
605,France,Female,36,6,0.0,1,0,1,690.84,0,30-45,Medium,Mid,Zero,1407.252,Low,1,0.0
486,Spain,Male,24,1,0.0,1,1,0,98802.76,0,<30,Low,New,Zero,29840.827999999998,Low,0,0.0
615,France,Male,41,4,130385.82,1,0,1,130661.95,0,30-45,Medium,Mid,High,105191.495,Premium,1,1.0
676,France,Male,23,1,107787.47,1,0,1,116378.82,0,<30,Medium,New,Medium,89007.381,High,1,0.93
571,France,Male,34,1,99325.04,2,0,1,186052.15,0,30-45,Low,New,Medium,105678.165,Premium,2,0.53
850,France,Female,37,9,0.0,1,0,0,100101.06,0,30-45,High,Long,Zero,31830.318,Low,0,0.0
717,France,Male,48,7,123764.95,1,1,1,169952.82,0,46-60,Medium,Long,Medium,114268.321,Premium,1,0.73
642,Germany,Female,39,8,128264.03,1,1,0,61792.76,1,30-45,Medium,Long,High,84269.843,High,0,2.08
780,Spain,Male,47,7,86006.21,1,1,1,37973.13,0,46-60,High,Long,Medium,55795.044,Medium,1,2.26
492,Germany,Female,38,8,57068.43,2,1,0,188974.81,0,30-45,Low,Long,Medium,86826.658,High,0,0.3
760,Germany,Male,29,5,103607.24,2,0,1,86334.64,0,<30,High,Mid,Medium,78704.012,High,2,1.2
500,Spain,Male,40,1,99004.24,1,1,1,152845.99,0,30-45,Low,New,Medium,95555.917,High,1,0.65
654,Spain,Female,36,2,0.0,2,1,1,146652.11,0,30-45,Medium,New,Zero,44395.632999999994,Medium,2,0.0
